Temperature (K),Critical Temperature (K),Viscosity (Pa*s),Surface Tension (N/m),Heat of Vaporization (J/kg),Vapor Pressure (Pa),Density (kg/m^3),Specific Heat (J/kg/K),Thermal Conductivity (W/m/K)
240.0,657.2143388079443,0.0034151937699105615,0.03484071802799087,501713.3400864206,30.99881522950904,899.2357334525808,1076.3958901675296,0.1350670361061039
249.99999999999997,657.2143388079443,0.00266472961882512,0.03382280043331092,497109.3209748164,67.4977478789016,892.2857929227719,1117.3896993968929,0.132920153180394
260.0,657.2143388079443,0.0021318693539497313,0.0328104231131502,492434.6581165413,137.76582011406876,885.2679986106957,1157.9689125251296,0.1308123200657029
270.0,657.2143388079443,0.0017422244240983683,0.03180369427019432,487686.4471606661,265.52506190922503,878.1795513320455,1198.1335295522385,0.12873866091828864
280.0,657.2143388079443,0.0014499701932879198,0.030802727062367856,482861.5855996996,486.3205025657161,871.017461749424,1237.8835504782212,0.12669473839297196
290.0,657.2143388079443,0.0012258572945003537,0.02980763996683454,477956.7535886381,851.0432502041457,863.7785320015869,1277.2189753030764,0.12467647965981989
300.0,657.2143388079443,0.001050626222755178,0.0288185571813547,472968.3923291555,1429.6630474731899,856.4593350019097,1316.1398040268048,0.1226801140108678
310.0,657.2143388079443,0.0009112424905811951,0.027835609067985163,467892.6796322912,2314.9605500942375,849.0561910358539,1354.6460366494061,0.12070211953134626
320.0,657.2143388079443,0.0007986669541052704,0.026858932644934087,462725.50219855725,3626.0351368561965,841.5651412158796,1392.73767317088,0.11873917684577388
330.0,657.2143388079443,0.0007064932111010126,0.02588867213337718,457462.42406297,5511.372702902285,833.9819172646328,1430.4147135912274,0.11678812834303967
340.0,657.2143388079443,0.0006300911678601072,0.024924979567240612,452098.6505395731,8151.287146963496,826.3019069889573,1467.677157910448,0.1148459415729381
350.0,657.2143388079443,0.0005660549766837573,0.023968015475410748,446628.98685966997,11759.594376827634,818.5201146727024,1504.525006128541,0.1129096757148568
360.0,657.2143388079443,0.000511838954407758,0.023017949647605517,441047.79052242497,16584.432691378865,810.6311154478959,1540.9582582455073,0.11097645016473158
370.0,657.2143388079443,0.0004655124440446334,0.0220749619973212,435348.91615541297,22908.202269267505,802.62900249173,1576.976914261346,0.10904341438040728
380.0,657.2143388079443,0.0004255916127694181,0.02113924353795999,429525.65140224766,31046.653757861703,794.5073256276504,1612.5809741760586,0.10710771817509353
390.0,657.2143388079443,0.0003909220263858668,0.020210997491591838,423570.6419959283,41347.207296690096,786.2590195646281,1647.7704379896436,0.10516648165687051
400.0,657.2143388079443,0.0003605953590987588,0.019290440553999765,417475.80371448863,54186.62576209736,777.876319564912,1682.5453057021018,0.10321676397893566
410.0,657.2143388079443,0.0003338894437706731,0.018377804344956308,411232.2183147386,69968.19796792475,769.3506617532694,1716.905577313433,0.10125552998668559
420.0,657.2143388079443,0.00031022453300493587,0.017473337079426072,404830.00975128444,89118.60858053442,760.672564522626,1750.851252823637,0.09927961371586587
430.0,657.2143388079443,0.0002891309829966433,0.016577305504060565,398258.19594233215,112084.68214442355,751.8314864853162,1784.3823322327141,0.097285677497662
440.0,657.2143388079443,0.0002702250944789813,0.015689997154602286,391504.50994195347,139330.19009840823,742.815655070177,1817.498815540664,0.09527016514124251
450.0,657.2143388079443,0.0002531908510180431,0.014811723004568055,384555.1824768512,171332.90365836342,733.611858034732,1850.200702747487,0.09322924726092441
460.0,657.2143388079443,0.00023776596961142137,0.013942820595148623,377394.6751926665,208582.06382944496,724.2051876441715,1882.4879938531833,0.09115875624719862
470.0,657.2143388079443,0.00022373113737283746,0.013083657762536154,370005.35031384346,251576.42450268878,714.5787237583774,1914.360688857752,0.08905410757775635
480.0,657.2143388079443,0.00021090162404126158,0.012234637114655568,362367.05726942216,300823.0074100631,704.7131370975324,1945.818787761194,0.08691020301816622
490.0,657.2143388079443,0.00019912068002367336,0.011396201458685593,354456.60942475905,356836.69030739926,694.586186798766,1976.8622905635089,0.08472130960317414
500.0,657.2143388079443,0.00018825428415121986,0.010568840450146322,346247.1131947059,420140.7335601964,684.1720758748006,2007.4911972646973,0.08248090585011993
510.0,657.2143388079443,0.00017818691428319247,0.009753098833569845,337707.0955591882,491268.3365324387,673.4406124578483,2037.705507864758,0.08018148299821228
520.0,657.2143388079443,0.0001688180904126526,0.008949586789605519,328799.35111984325,570765.3048219613,662.3561006088134,2067.5052223636917,0.07781428345998645
530.0,657.2143388079443,0.0001600594923405767,0.008158993119652649,319479.3907545631,659193.9032671442,650.8758465655925,2096.890340761499,0.07536894985473182
540.0,657.2143388079443,0.00015183248702164306,0.007382102330379828,309693.3107293581,757137.9684516888,638.9481049205716,2125.8608630581784,0.07283304372552342
550.0,657.2143388079443,0.0001440659157651598,0.006619817203073401,299374.7954810527,865209.3587542041,626.5091864392668,2154.416789253731,0.07019136917399219
560.0,657.2143388079443,0.00013669398591541188,0.005873189285484774,288440.78378121194,984055.8303933105,613.4792703864117,2182.558119348157,0.06742499516573984
570.0,657.2143388079443,0.0001296540758514392,0.005143461191169313,276784.99468102574,1114370.4450018168,599.7561387024394,2210.284853341456,0.06450979487255627
580.0,657.2143388079443,0.00012288417218146464,0.004432127164841484,264267.8713183871,1256902.6387104269,585.2054244805308,2237.5969912336273,0.06141417596890731
590.0,657.2143388079443,0.00011631945552524727,0.0037410232115581577,250700.19776663475,1412471.115376584,569.6446881444987,2264.494533024673,0.05809538080409207
600.0,657.2143388079443,0.00010988708577355833,0.0030724678340839813,235814.76749063423,1581978.7685348198,552.8158014517658,2290.9774787145907,0.054493083719456464
610.0,657.2143388079443,0.00010349707965264758,0.0024294958292893727,219213.46635193843,1766429.8892675189,534.333181884819,2317.0458283033813,0.0505174226460027
620.0,657.2143388079443,9.702391058967769e-05,0.0018162802600328052,200257.62423834912,1966949.9823148232,513.5760318728339,2342.6995817910447,0.04602417787615167
630.0,657.2143388079443,9.026242778719896e-05,0.0012389893141315019,177804.3173278392,2184808.592716993,489.42754492259394,2367.9387391775817,0.040755022627231255
640.0,657.2143388079443,8.27920650711477e-05,0.000707878083330285,149402.36574727422,2421445.6431619623,459.4723101560938,2392.763300462991,0.034155166514412194
650.0,657.2143388079443,7.329619664480397e-05,0.00024453030862090945,107357.85503236153,2678501.9019304398,416.0006544663901,2417.1732656472736,0.024479950084130748
657.2143388079443,657.2143388079443,5.072588460611327e-05,0.0,0.0,2877677.169489291,292.4588059483263,2434.5259979609104,0.0
