Temperature (K),Critical Temperature (K),Viscosity (Pa*s),Surface Tension (N/m),Heat of Vaporization (J/kg),Vapor Pressure (Pa),Density (kg/m^3),Specific Heat (J/kg/K),Thermal Conductivity (W/m/K)
230.0,651.4245449431619,0.005837391042011456,0.027902298152478282,493463.0570113618,0.022800606403902902,785.7662210485731,1306.57079005042,0.15178267258676795
240.0,651.4245449431619,0.004279192791003712,0.027095218069044153,488980.32609048183,0.08834127443299222,779.0870208411741,1354.604072907563,0.14934076406021926
250.0,651.4245449431619,0.003245761289014586,0.026292485885002978,484429.52183177014,0.30280145855592705,772.3491051772053,1402.1932532436974,0.1469476991446976
260.0,651.4245449431619,0.0025332892801723985,0.02549418562720649,479807.8751529575,0.9317847030156591,765.5500548799353,1449.3383310588233,0.14459746211787392
270.0,651.4245449431619,0.0020256116057983642,0.024700405129291312,475112.4300936852,2.606514230856973,758.6872884181037,1496.039306352941,0.14228461906099846
280.0,651.4245449431619,0.0016534459931327643,0.023911236308235887,470340.0259277235,6.699253290775537,751.758046418358,1542.2961791260502,0.14000421911655186
290.0,651.4245449431619,0.0013738193685084402,0.023126775468979253,465487.27703046607,15.96607980467744,744.7593742378069,1588.1089493781512,0.13775171214958004
300.0,651.4245449431619,0.0011591499291026964,0.022347123640802807,460550.5501494427,35.56465008108661,737.6881022925429,1633.4776171092437,0.13552287919525474
310.0,651.4245449431619,0.000991194459591646,0.021572386949783202,455525.93865859887,74.55509341584609,730.5408237801596,1678.4021823193275,0.1333137728836116
320.0,651.4245449431619,0.0008575613000360743,0.02080267703235196,450409.2332949978,147.9735367035172,723.3138693634262,1722.8826450084032,0.13112066562377364
330.0,651.4245449431619,0.0007496317868357246,0.020038111495873274,445195.8887754425,279.5284668319245,716.0032782949478,1766.9190051764704,0.12894000376320686
340.0,651.4245449431619,0.0006612830357050505,0.019278814433211597,439880.98556511576,504.91313042830177,708.6047653543948,1810.5112628235293,0.12676836625315593
350.0,651.4245449431619,0.0005880814482711454,0.018524916999550903,434459.18591391883,875.6595017078137,701.113682834818,1853.6594179495796,0.12460242657716294
359.99999999999994,651.4245449431619,0.0005267607921723845,0.01777655806130737,428924.6830797784,1463.390824746491,693.524976644991,1896.3634705546215,0.12243891685427724
370.0,651.4245449431619,0.00047487684488918693,0.017033884928923722,423271.14240981964,2364.2709134036472,685.833135380222,1938.623420638655,0.12027459312439606
380.0,651.4245449431619,0.0004305741998485467,0.01629705418774751,417491.63263385027,3703.4085281052476,678.0321309407689,1980.4392682016805,0.11810620086713257
390.0,651.4245449431619,0.00039242587126489444,0.01556623264421102,411578.5453181716,5638.960589114856,670.1153489259121,2021.8110132436973,0.11593043980027716
399.99999999999994,651.4245449431619,0.000359321086839476,0.014841598408326344,405523.4999012675,8365.691284016091,662.0755065768799,2062.738655764705,0.11374392694770756
409.99999999999994,651.4245449431619,0.00033038555825407756,0.014123342138324854,399317.23104466434,12117.783964677425,653.9045554470591,2103.2221957647057,0.1115431568533943
420.0,651.4245449431619,0.00030492400765596113,0.013411668479435757,392949.4541236273,17170.76451450577,645.5935651925357,2143.2616332436974,0.10932445763640114
430.0,651.4245449431619,0.0002823781808757382,0.012706797736764383,386408.7034699665,23842.471776486334,637.1325838277506,2182.8569682016805,0.10708394131278502
439.99999999999994,651.4245449431619,0.00026229579058576364,0.012008967832629433,379682.1363429473,32493.094827282184,628.510468375879,2222.0082006386547,0.10481744642530567
450.0,651.4245449431619,0.0002443072748652881,0.011318436612442567,372755.29336832796,43524.38066761322,619.714677908978,2260.7153305546212,0.1025204704774012
460.0,651.4245449431619,0.0002281082118097865,0.01063548458154426,365611.80308863893,57378.19265995001,610.7310182924526,2298.9783579495793,0.10018808889823665
470.0,651.4245449431619,0.0002134458726996002,0.009960418180214821,358233.0139148876,74534.66487541799,601.5433241789855,2336.797282823529,0.09781485617047146
479.99999999999994,651.4245449431619,0.0002001088333541678,0.009293573738129545,350597.53055203584,95510.24752040258,592.1330584100199,2374.17210517647,0.0953946831763421
489.99999999999994,651.4245449431619,0.00018791886447190365,0.008635322297006972,342680.6229298062,120855.9729416832,582.4788011454137,2411.1028250084028,0.09292068251555283
499.99999999999994,651.4245449431619,0.00017672453122777334,0.007986075557570652,334453.4622642214,151156.29133906684,572.5555894123696,2447.589442319327,0.09038497012500053
509.99999999999994,651.4245449431619,0.0001663960788625449,0.007346293304405845,325882.1185566894,187028.83274042592,562.3340501255539,2483.631957109243,0.08777840633205355
520.0,651.4245449431619,0.00015682128305471733,0.006716492806369999,316926.2222792862,229125.45063691164,551.7792422101951,2519.2303693781505,0.08509025138905608
530.0,651.4245449431619,0.00014790201326957535,0.00609726090846672,307537.14260806795,278134.8973078731,540.8490796372053,2554.3846791260503,0.0823076976175342
540.0,651.4245449431619,0.0001395513006443974,0.005489269870998855,297655.4515518725,334787.47608947894,529.4921348986003,2589.0948863529406,0.07941521899010621
550.0,651.4245449431619,0.00013169072118794176,0.004893298558290993,287207.3015366498,399862.01666384056,517.644498837501,2623.360991058823,0.07639364257443358
560.0,651.4245449431619,0.00012424789605746,0.004310261490845189,276099.09149084863,474195.53095167887,505.22515226870814,2657.182993243697,0.07321878139397517
570.0,651.4245449431619,0.00011715385887593395,0.003741249862662793,264209.32408740954,558695.9345387638,492.1288916460308,2690.560892907563,0.06985934684009935
580.0,651.4245449431619,0.00011033990806358357,0.003187591537955965,251375.61955432617,654358.2670955214,478.21502957141024,2723.49469005042,0.06627361773854315
590.0,651.4245449431619,0.00010373325487294431,0.0026509427298024805,237372.85370854108,762284.9207159663,463.2883356465196,2755.984384672269,0.062403829135407915
600.0,651.4245449431619,9.725003516089266e-05,0.0021334360773340964,221873.73002675216,883710.4940325321,447.0645782933632,2788.029976773109,0.05816604472615717
610.0,651.4245449431619,9.078227305847848e-05,0.0016379379018671369,204370.89855231295,1020032.0401474222,429.10223857192614,2819.631466352941,0.053430135056057114
620.0,651.4245449431619,8.416923639859642e-05,0.0011685425132801686,184002.33311164365,1172845.6775694424,408.64871880409413,2850.7888534117646,0.047974844045950836
630.0,651.4245449431619,7.711954405045351e-05,0.0007316760121651102,159077.04727306383,1343990.7979495053,384.21991786401344,2881.5021379495797,0.04136562777515154
639.9999999999999,651.4245449431619,6.890979786228374e-05,0.00033928393774549796,125267.92879636558,1535603.448871955,351.9807132238362,2911.7713199663863,0.03248868184483225
650.0,651.4245449431619,5.509643315421636e-05,2.6636397551312264e-05,56788.193025057895,1750180.9160973607,288.27585640372774,2941.5963994621843,0.014690210325837007
651.4245449431619,651.4245449431619,4.295103929963958e-05,0.0,0.0,1782781.672451537,225.48478502845126,2945.808977730612,0.0
