Temperature (K),Critical Temperature (K),Viscosity (Pa*s),Surface Tension (N/m),Heat of Vaporization (J/kg),Vapor Pressure (Pa),Density (kg/m^3),Specific Heat (J/kg/K),Thermal Conductivity (W/m/K)
250.0,762.7186440433771,0.0073048918217451415,0.03667649003940601,635833.1598380941,0.4030889836702464,1016.2187951559604,1001.2554985452645,0.1369937643712865
260.0,762.7186440433771,0.005494738546743101,0.03580409770331599,631091.9035678454,1.1020680126423243,1009.5327689935166,1038.7247915593932,0.13508631189714568
270.0,762.7186440433771,0.004255949959391059,0.03493555341287004,626291.8064796665,2.777849235177645,1002.7959948746675,1075.7846123076927,0.13321825182893066
280.0,762.7186440433771,0.003379413024902062,0.034070917782589284,621430.921468066,6.513176276703873,996.0067819992734,1112.4349607901624,0.13138551316696878
290.0,762.7186440433771,0.002741113240423017,0.03321025365468779,616507.1950447897,14.315559019067807,989.1633476467914,1148.675837006803,0.12958441647469365
300.0,762.7186440433771,0.002264552142815155,0.03235362622970842,611518.4591365267,29.692739570017878,982.2638101076965,1184.5072409576142,0.12781161510328604
310.0,762.7186440433771,0.0019008915179262178,0.03150110320780265,606462.4220578964,58.45682105654888,975.3061809050076,1219.9291726425956,0.12606404592518758
320.0,762.7186440433771,0.0016179946395655847,0.030652754941775915,601336.6585565922,109.78945620254801,968.2883562171785,1254.941632061748,0.12433888767835827
330.0,762.7186440433771,0.0013941405939584457,0.029808654603165268,596138.5988120271,197.58501315251195,961.2081074002465,1289.544619215071,0.12263352543328716
340.0,762.7186440433771,0.0012142937367466782,0.02896887836278564,590865.5162505297,342.0682104934139,954.063070491375,1323.7381341025643,0.12094552000412655
350.0,762.7186440433771,0.0010678210968454046,0.028133505587376557,585514.5140185257,571.6595165166251,946.8507345573312,1357.5221767242285,0.1192725813603638
360.0,762.7186440433771,0.000947056996021035,0.02730261905420927,580082.5099295031,925.0382942179106,939.5684287293504,1390.896747080063,0.11761254527503405
370.0,762.7186440433771,0.0008463778771237768,0.02647630518578052,574566.2196700239,1453.3329306967864,932.2133077395591,1423.8618451700681,0.11596335258316154
380.0,762.7186440433771,0.0007615925006687069,0.025654654307031424,568962.138013546,2222.351332105525,924.7823357426787,1456.417470994244,0.11432303052970876
390.0,762.7186440433771,0.0006895317451071909,0.024837760927897135,563266.5177469791,3314.7558413219635,917.2722681689844,1488.5636245525905,0.11268967576693989
400.0,762.7186440433771,0.0006277674979993955,0.024025724054427187,557475.3459620159,4832.084676380214,909.6796313089202,1520.3003058451075,0.11106143862193922
410.0,762.7186440433771,0.000574416701549203,0.023218647532231136,551584.3172991921,6896.527397673527,902.0006992745551,1551.6275148717953,0.1094365082997937
420.0,762.7186440433771,0.0005280025991588252,0.02241664042661792,545588.8036545528,9652.37397155826,894.2314679157714,1582.5452516326534,0.10781309871925984
430.0,762.7186440433771,0.0004873550541301655,0.021619817444532237,539483.8197631991,13267.074441352464,886.3676251866632,1613.053516127682,0.10618943469732801
440.0,762.7186440433771,0.00045153797317947674,0.020828299404275143,533263.9839562689,17931.867442217157,878.404517356116,1643.1523083568816,0.1045637382079706
450.0,762.7186440433771,0.0004197958042472904,0.020042213760065868,526923.473242089,23861.959075575658,870.337110330779,1672.8416283202512,0.10293421443885782
460.0,762.7186440433771,0.0003915136371895111,0.019261695189802214,520455.9716805108,31296.25731800603,862.1599452018557,1702.121476017792,0.1012990373576499
470.0,762.7186440433771,0.0003661871263363409,0.018486886255968463,513854.6107914334,40496.689699972376,853.867086930389,1730.9918514495032,0.09965633447564502
480.00000000000006,762.7186440433771,0.00034339958728240964,0.017717938151598476,507111.90045048477,51747.152259300754,845.4520648370446,1759.452754615385,0.09800417045931127
490.0,762.7186440433771,0.0003228043908385711,0.016955011545629235,500219.64835818997,65352.15489456339,836.9078032458054,1787.504185515437,0.09634052918680121
500.0,762.7186440433771,0.0003041113078440213,0.01619827754500914,493168.86569858633,81635.24169759793,828.2265402246076,1815.1461441496604,0.09466329377290858
510.0,762.7186440433771,0.00028707582861733444,0.015447918794734821,485949.6559946349,100937.27443470794,819.3997318399747,1842.3786305180538,0.09297022398630349
520.0,762.7186440433771,0.00027149074182684484,0.014704130741817714,478551.08337311866,123614.67315217534,810.4179386555769,1869.2016446206176,0.09125893034906998
530.0,762.7186440433771,0.00025717944360804576,0.013967123095355204,470961.01540397695,150037.71020641498,801.2706902982728,1895.6151864573526,0.08952684402890941
540.0,762.7186440433771,0.00024399058169410204,0.013237121522847301,463165.9342830207,180588.9533312532,791.9463227068651,1921.6192560282577,0.08777118139215707
550.0,762.7186440433771,0.0002317937366292806,0.012514369633284908,455150.7082457427,215661.95023369047,782.4317810495587,1947.2138533333339,0.08598890175684705
560.0,762.7186440433771,0.00022047591339618885,0.011799131311221333,446898.3125335332,255660.24229532146,772.7123790720243,1972.3989783725804,0.08417665643408481
570.0,762.7186440433771,0.00020993866932268805,0.011091693484288899,438389.48568546044,300996.78890921857,762.7715025609698,1997.1746311459972,0.08233072652041594
580.0,762.7186440433771,0.00020009574303032313,0.010392369431275457,429602.3019514592,352093.8774492545,752.5902402884218,2021.540811653585,0.08044694602435007
590.0,762.7186440433771,0.00019087107798578957,0.00970150277165114,420511.6335284786,409383.58746371506,742.1469196398095,2045.497519895343,0.07852060565462876
600.0,762.7186440433771,0.00018219715536401385,0.00901947232443423,411088.46603068395,473308.8719727911,731.4165151824266,2069.044755871272,0.07654633077454125
610.0,762.7186440433771,0.00017401356604908512,0.008346698090815053,401299.0153861001,544325.3142418056,720.3698851863444,2092.1825195813717,0.07451792432782214
620.0,762.7186440433771,0.00016626576163963823,0.0076836487109494854,391103.57135467953,622903.6155583132,708.9727710733279,2114.910811025641,0.07242816146071411
630.0,762.7186440433771,0.00015890392959585158,0.007030850886822037,380454.9572627521,709532.8687758639,697.184463714291,2137.229630204082,0.07026851624382803
640.0,762.7186440433771,0.000151881937699168,0.006388901476695273,369296.43892248726,804724.6740811047,684.9559910306514,2159.1389771166932,0.06802879083800209
