Temperature (K),Critical Temperature (K),Viscosity (Pa*s),Surface Tension (N/m),Heat of Vaporization (J/kg),Vapor Pressure (Pa),Density (kg/m^3),Specific Heat (J/kg/K),Thermal Conductivity (W/m/K)
250.0,667.7826729277524,0.0028660064371274483,0.029918014914078115,429793.0889983281,9.398979153861962,900.7046267298477,1003.1279676691731,0.10667940752317914
260.0,667.7826729277524,0.002282845683938266,0.029045106463276668,425854.45862046006,22.052623644171693,893.580423210765,1059.254627443609,0.1050130992310357
270.0,667.7826729277524,0.0018584188087607547,0.028176942433232693,421855.4790664174,48.250510811508335,886.3881625749218,1114.8036368421053,0.10337469361757866
280.0,667.7826729277524,0.0015413997736479833,0.027313615351373412,417793.6727963329,99.21237345815125,879.1250367959078,1169.7749958646618,0.10176068506287363
290.0,667.7826729277524,0.001299198943492567,0.02645522197630591,413666.3934838936,192.9933436341049,871.7880474425056,1224.168704511278,0.10016786309803401
300.0,667.7826729277524,0.001110457580865161,0.025601863608162898,409470.8097031264,357.21599625102823,864.3739873182916,1277.984762781955,0.09859326301584063
310.0,667.7826729277524,0.0009607811558133848,0.024753646430750266,405203.88654759136,632.2720693977076,856.8794197761611,1331.2231706766918,0.0970341238029303
320.0,667.7826729277524,0.0008402252519376245,0.023910681889733176,400862.3648541833,1074.8769054966808,849.3006553391506,1383.8839281954888,0.09548785181759537
330.0,667.7826729277524,0.0007417661786184171,0.023073087111799975,396442.7376407441,1761.8101581801036,841.6337251880602,1435.967035338346,0.09395198895532117
340.0,667.7826729277524,0.0006603437043486526,0.022240985370586042,391941.22328933567,2793.6422536983487,833.8743509893111,1487.4724921052632,0.09242418427886831
350.0,667.7826729277524,0.000592246338036663,0.021414506606156722,387353.7349114964,4298.231913546343,826.0179104289737,1538.4002984962406,0.09090216826149415
360.0,667.7826729277524,0.0005347073369317298,0.020593788006081443,382675.84521312837,6433.787085150101,818.0593976852842,1588.7504545112783,0.0893837289149822
